candidate_id,title,authors,year,journal,doi,url,source_database,abstract,keywords,is_open_access,pdf_url,matched_query,relevance_score,recommended_reason,status,full_text_status,added_time,last_updated,paper_type_primary,paper_type_secondary,research_topic,storage_folder,tags,is_review,is_experimental,is_fcgr,is_micro_ct,is_heat_treatment,is_surface_roughness,is_conflict_relevant,classification_reason,classification_confidence
CAND_0064,712 Fretting fatigue characterization of Ti-6Al-4V and TiB/Ti-6Al-4V prepared by spark plasma sintering,Hiroyoshi KANAZAWA; Hiroshi IZUI; Yoshiki KOMIYA,2013,Crossref,10.1299/jsmemp.2013.21._712-1_,https://doi.org/10.1299/jsmemp.2013.21._712-1_,Crossref,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.40,,candidate,unavailable,2026-07-15T01:56:35.346760,2026-07-15T01:56:35.346760,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0066,Notch Corrosion Fatigue Behavior of Ti-6Al-4V,Sergio Baragetti,2014,Crossref,10.3390/ma7064349,https://doi.org/10.3390/ma7064349,Crossref,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.40,,candidate,unavailable,2026-07-15T01:56:35.346760,2026-07-15T01:56:35.346760,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,fatigue behavior,False,True,False,False,False,False,False,匹配 1 个类型：fatigue behavior,medium
CAND_0068,Acoustic emission during fatigue of porous-coated Ti-6Al-4V implant alloy,,1992,Crossref,10.1016/0142-1123(92)90313-2,https://doi.org/10.1016/0142-1123(92)90313-2,Crossref,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.40,,candidate,unavailable,2026-07-15T01:56:35.346760,2026-07-15T01:56:35.346760,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0070,The Fretting Fatigue Behavior of Ti-6Al-4V,Richard W. Neu,2008,Crossref,10.4028/www.scientific.net/kem.378-379.147,https://doi.org/10.4028/www.scientific.net/kem.378-379.147,Crossref,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.40,,candidate,unavailable,2026-07-15T01:56:35.346760,2026-07-15T01:56:35.346760,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,fatigue behavior,False,True,False,False,False,False,False,匹配 1 个类型：fatigue behavior,medium
CAND_0072,Effects of laser-weld joint opening size on fatigue strength of Ti-6Al-4V structures with several diameters,J. M. C. NUÑEZ-PANTOJA; L. G. VAZ; M. A. A. NÓBILO; G. E. P. HENRIQUES; M. F. MESQUITA,2011,Crossref,10.1111/j.1365-2842.2010.02140.x,https://doi.org/10.1111/j.1365-2842.2010.02140.x,Crossref,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.40,,candidate,unavailable,2026-07-15T01:56:35.346760,2026-07-15T01:56:35.346760,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,fatigue strength,False,True,False,False,False,False,False,匹配 1 个类型：fatigue strength,medium
CAND_0066,The effect of surface topography and porosity on the tensile fatigue of 3D printed Ti-6Al-4V fabricated by selective laser melting,Cambre Kelly; Nathan T. Evans; Cameron W. Irvin; Savita C. Chapman; Ken Gall,2019,Materials Science and Engineering C,10.1016/j.msec.2019.01.024,https://doi.org/10.1016/j.msec.2019.01.024,OpenAlex,,,True,https://www.ncbi.nlm.nih.gov/pmc/articles/6400308,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""surface roughness"" OR Ra OR Rz)
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")",0.80,,candidate,open_access,2026-07-15T01:59:48.639059,2026-07-15T01:59:48.639059,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0068,"Effects of Defects, Surface Roughness and HIP on Fatigue Strength of Ti-6Al-4V manufactured by Additive Manufacturing",Hiroshige Masuo; Yuzo Tanaka; Shotaro Morokoshi; Hajime Yagura; Tetsuya Uchida,2017,Procedia Structural Integrity,10.1016/j.prostr.2017.11.055,https://doi.org/10.1016/j.prostr.2017.11.055,OpenAlex,,,True,https://doi.org/10.1016/j.prostr.2017.11.055,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""surface roughness"" OR Ra OR Rz)
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")",0.65,,candidate,open_access,2026-07-15T01:59:48.639059,2026-07-15T01:59:48.639059,surface_roughness_paper,experimental_fatigue_paper,表面粗糙度效应; 疲劳实验与S-N数据,surface_roughness,surface roughness; fatigue strength,False,True,False,False,False,True,False,"匹配 2 个类型：surface roughness, fatigue strength",medium
CAND_0070,Comparative study of fatigue properties of Ti-6Al-4V specimens built by electron beam melting (EBM) and selective laser melting (SLM),Victor Chastand; Philippe Quaegebeur; Wilson Maia; Éric Charkaluk,2018,Materials Characterization,10.1016/j.matchar.2018.03.028,https://doi.org/10.1016/j.matchar.2018.03.028,OpenAlex,,,True,https://hal.science/hal-01828928,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""surface roughness"" OR Ra OR Rz)
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")",0.65,,candidate,open_access,2026-07-15T01:59:48.639059,2026-07-15T01:59:48.639059,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0072,"Progress in additive manufacturing, additive repair and fatigue evaluation of aviation titanium alloy blades",Lingfeng Wang; Yinghong Li; Liucheng Zhou; Yanshan Lou; Shijie Liu,2023,Materials Research Letters,10.1080/21663831.2023.2275599,https://doi.org/10.1080/21663831.2023.2275599,OpenAlex,,,True,https://doi.org/10.1080/21663831.2023.2275599,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""surface roughness"" OR Ra OR Rz)
AND (""pore size"" OR ""defect size"" OR ""sqrt area"")",0.50,,candidate,open_access,2026-07-15T01:59:48.639059,2026-07-15T01:59:48.639059,review,,文献综述,reviews,progress,True,False,False,False,False,False,False,匹配 1 个类型：progress,medium
CAND_0070,Fatigue life dispersity and distribution characteristics of laser direct energy deposited Ti-6.5Al-3.5Mo-1.5Zr-0.3Si alloy,Jun Cao; Feixiang Weng; Shaojun Ma; Shuquan Zhang; Jikui Zhang,2025,Chinese Journal of Aeronautics,10.1016/j.cja.2025.103514,https://doi.org/10.1016/j.cja.2025.103514,OpenAlex,,,True,https://doi.org/10.1016/j.cja.2025.103514,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore location"" OR ""distance to surface"" OR ""subsurface pore"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.65,,candidate,open_access,2026-07-15T02:00:49.245190,2026-07-15T02:00:49.245190,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,fatigue life,False,True,False,False,False,False,False,匹配 1 个类型：fatigue life,medium
CAND_0072,Assessment of the effect of isolated porosity defects on the fatigue performance of additive manufactured titanium alloy,Romali Biswal; Abdul Khadar Syed; Xiang Zhang,2018,Additive manufacturing,10.1016/j.addma.2018.08.024,https://doi.org/10.1016/j.addma.2018.08.024,OpenAlex,,,True,https://pure.coventry.ac.uk/ws/files/21323601/Binder1.pdf,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore location"" OR ""distance to surface"" OR ""subsurface pore"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.50,,candidate,open_access,2026-07-15T02:00:49.245190,2026-07-15T02:00:49.245190,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,fatigue performance,False,True,False,False,False,False,False,匹配 1 个类型：fatigue performance,medium
CAND_0074,Surface strengthening of additively manufactured titanium alloy: combined laser shock and shot peening for enhanced mechanical and fatigue properties,Aoxing Peng; Xin Bai; Zengqian Liu; Xuekun Luo; Yefei Feng,2025,SSRN Electronic Journal,10.2139/ssrn.5953977,https://doi.org/10.2139/ssrn.5953977,OpenAlex,,,True,https://doi.org/10.2139/ssrn.5953977,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore location"" OR ""distance to surface"" OR ""subsurface pore"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.50,,candidate,open_access,2026-07-15T02:00:49.245190,2026-07-15T02:00:49.245190,surface_roughness_paper,,表面粗糙度效应,surface_roughness,shot peening,False,False,False,False,False,True,False,匹配 1 个类型：shot peening,medium
CAND_0076,Peridynamic investigation of the effect of porosity on fatigue nucleation for additively manufactured titanium alloy Ti6Al4V,Olena Karpenko; Selda Oterkus; Erkan Oterkus,2021,Theoretical and Applied Fracture Mechanics,10.1016/j.tafmec.2021.102925,https://doi.org/10.1016/j.tafmec.2021.102925,OpenAlex,,,True,https://strathprints.strath.ac.uk/75295/1/Karpenko_etal_TAFM_2021_Peridynamic_investigation_effect_porosity_fatigue_nucleation.pdf,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore location"" OR ""distance to surface"" OR ""subsurface pore"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.50,,candidate,open_access,2026-07-15T02:00:49.245190,2026-07-15T02:00:49.245190,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0078,Advancing laser powder bed fusion with non-spherical powder: Powder-process-structure-property relationships through experimental and analytical studies of fatigue performance,Mohammadreza Asherloo; Madhavan Sampath Ramadurai; Mike Heim; Dave Nelson; Muktesh Paliwal,2024,Additive manufacturing,10.1016/j.addma.2024.104534,https://doi.org/10.1016/j.addma.2024.104534,OpenAlex,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore location"" OR ""distance to surface"" OR ""subsurface pore"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.60,,candidate,unavailable,2026-07-15T02:00:49.245190,2026-07-15T02:00:49.245190,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,fatigue performance,False,True,False,False,False,False,False,匹配 1 个类型：fatigue performance,medium
CAND_0080,RETRACTED: The role of defect structure and residual stress on fatigue failure mechanisms of Ti-6Al-4V manufactured via laser powder bed fusion: Effect of process parameters and geometrical factors,Seyedmehrab Hosseini; Ehsan Vaghefi; Elham Mirkoohi,2023,Journal of Manufacturing Processes,10.1016/j.jmapro.2023.07.014,https://doi.org/10.1016/j.jmapro.2023.07.014,OpenAlex,,,False,,"(""L-PBF"" OR ""laser powder bed fusion"" OR ""SLM"" OR ""additive manufacturing"") AND (""Ti-6Al-4V"" OR ""Ti64"" OR ""titanium alloy"")
AND (""pore location"" OR ""distance to surface"" OR ""subsurface pore"")
AND (""fatigue life"" OR Nf OR ""cycles to failure"")",0.40,,candidate,unavailable,2026-07-15T02:00:49.245190,2026-07-15T02:00:49.245190,experimental_fatigue_paper,,疲劳实验与S-N数据,experimental_papers,L-PBF Ti-6Al-4V fatigue,False,True,False,False,False,False,False,匹配 1 个类型：L-PBF Ti-6Al-4V fatigue,medium
CAND_0081,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,"Additive manufacturing
Hydride-dehydride powder
Fatigue modeling
Micro-computed tomography
Surface roughness
Statistical analysis
A B S T R A C T
This study investigates the multifaceted interdependencies among powder characteristics (i.e., non-spherical 
morphology and particle size ranging 50–120 or 75–175 µm), laser powder bed fusion (L-PBF) process condi­
tion (i.e., contouring), post-process treatments (i.e., hot isostatic pressing (HIP) and mechanical grinding) on the 
pore, microstructure",False,,,,,duplicate,,,,micro_ct_defects,hip_heat_treatment; surface_roughness,micro-CT 缺陷表征,micro_ct_defects,computed tomography; hot isostatic pressing; surface roughness,,,,,,,,"匹配 3 个类型关键词：computed tomography, hot isostatic pressing, surface roughness",high
CAND_0082,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,"Additive manufacturing
Hydride-dehydride powder
Fatigue modeling
Micro-computed tomography
Surface roughness
Statistical analysis
A B S T R A C T
This study investigates the multifaceted interdependencies among powder characteristics (i.e., non-spherical 
morphology and particle size ranging 50–120 or 75–175 µm), laser powder bed fusion (L-PBF) process condi­
tion (i.e., contouring), post-process treatments (i.e., hot isostatic pressing (HIP) and mechanical grinding) on the 
pore, microstructure",False,,,,,duplicate,,,,micro_ct_defects,hip_heat_treatment; surface_roughness,micro-CT 缺陷表征,micro_ct_defects,computed tomography; hot isostatic pressing; surface roughness,,,,,,,,"匹配 3 个类型关键词：computed tomography, hot isostatic pressing, surface roughness",high
CAND_0083,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,"Additive manufacturing
Hydride-dehydride powder
Fatigue modeling
Micro-computed tomography
Surface roughness
Statistical analysis
A B S T R A C T
This study investigates the multifaceted interdependencies among powder characteristics (i.e., non-spherical 
morphology and particle size ranging 50–120 or 75–175 µm), laser powder bed fusion (L-PBF) process condi­
tion (i.e., contouring), post-process treatments (i.e., hot isostatic pressing (HIP) and mechanical grinding) on the 
pore, microstructure",False,,,,,duplicate,,,,micro_ct_defects,hip_heat_treatment; surface_roughness,micro-CT 缺陷表征,micro_ct_defects,computed tomography; hot isostatic pressing; surface roughness,,,,,,,,"匹配 3 个类型关键词：computed tomography, hot isostatic pressing, surface roughness",high
CAND_0084,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,,False,,,,,candidate,,,,other,,,other,,,,,,,,,,
CAND_0085,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,,False,,,,,candidate,,,,other,,,other,,,,,,,,,,
CAND_0086,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,,False,,,,,candidate,,,,other,,,other,,,,,,,,,,
CAND_0087,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,,False,,,,,candidate,,,,other,,,other,,,,,,,,,,
CAND_0088,,,,,,,user_upload,,,False,,,,,candidate,,,,other,,,other,,,,,,,,,,
CAND_0089,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,,False,,,,,candidate,,,,other,,,other,,,,,,,,,,
CAND_0090,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,,False,,,,,candidate,,,,other,,,other,,,,,,,,,,
CAND_0091,,,1955,,10.1016/j.addma.2024.104534,,user_upload,,,False,,,,,candidate,,,,other,,,other,,,,,,,,,,
